,metric_name,description,value
302,"fill rate (rec1046,faceShields)",fill rate of recipient rec1046 limited to faceShields,0.0
303,"fill rate (rec1046,gowns)",fill rate of recipient rec1046 limited to gowns,0.0
304,"fill rate (rec1046,handSanitizer)",fill rate of recipient rec1046 limited to handSanitizer,0.0
305,"fill rate (rec1046,handmadeMasks)",fill rate of recipient rec1046 limited to handmadeMasks,1.0
306,"fill rate (rec1046,nitrileGloves)",fill rate of recipient rec1046 limited to nitrileGloves,0.0
307,"fill rate (rec1046,respirators)",fill rate of recipient rec1046 limited to respirators,0.0
308,"fill rate (rec1046,thermometers)",fill rate of recipient rec1046 limited to thermometers,0.0
309,"fill rate (rec1047,faceShields)",fill rate of recipient rec1047 limited to faceShields,0.0
310,"fill rate (rec1047,respirators)",fill rate of recipient rec1047 limited to respirators,0.0
311,"fill rate (rec1047,surgicalMasks)",fill rate of recipient rec1047 limited to surgicalMasks,1.0
312,"fill rate (rec1047,thermometers)",fill rate of recipient rec1047 limited to thermometers,0.0
313,"fill rate (rec1048,disinfectingWipes)",fill rate of recipient rec1048 limited to disinfectingWipes,0.0
314,"fill rate (rec1048,faceShields)",fill rate of recipient rec1048 limited to faceShields,0.0
315,"fill rate (rec1048,gowns)",fill rate of recipient rec1048 limited to gowns,0.0
316,"fill rate (rec1048,handSanitizer)",fill rate of recipient rec1048 limited to handSanitizer,0.0
317,"fill rate (rec1048,handmadeMasks)",fill rate of recipient rec1048 limited to handmadeMasks,1.0
318,"fill rate (rec1048,nitrileGloves)",fill rate of recipient rec1048 limited to nitrileGloves,0.0
319,"fill rate (rec1048,respirators)",fill rate of recipient rec1048 limited to respirators,0.0
320,"fill rate (rec1048,surgicalMasks)",fill rate of recipient rec1048 limited to surgicalMasks,0.466
321,"fill rate (rec1048,thermometers)",fill rate of recipient rec1048 limited to thermometers,0.0
322,"fill rate (rec1049,disinfectingWipes)",fill rate of recipient rec1049 limited to disinfectingWipes,0.0
323,"fill rate (rec1049,faceShields)",fill rate of recipient rec1049 limited to faceShields,0.0
324,"fill rate (rec1049,nitrileGloves)",fill rate of recipient rec1049 limited to nitrileGloves,0.0
325,"fill rate (rec1049,respirators)",fill rate of recipient rec1049 limited to respirators,0.0
326,"fill rate (rec1049,surgicalMasks)",fill rate of recipient rec1049 limited to surgicalMasks,1.0
327,"fill rate (rec105,disinfectingWipes)",fill rate of recipient rec105 limited to disinfectingWipes,0.0
328,"fill rate (rec105,faceShields)",fill rate of recipient rec105 limited to faceShields,0.0
329,"fill rate (rec105,gowns)",fill rate of recipient rec105 limited to gowns,0.0
330,"fill rate (rec105,handSanitizer)",fill rate of recipient rec105 limited to handSanitizer,0.0
331,"fill rate (rec105,handmadeMasks)",fill rate of recipient rec105 limited to handmadeMasks,1.0
332,"fill rate (rec105,nitrileGloves)",fill rate of recipient rec105 limited to nitrileGloves,0.0
333,"fill rate (rec105,respirators)",fill rate of recipient rec105 limited to respirators,0.0
334,"fill rate (rec105,thermometers)",fill rate of recipient rec105 limited to thermometers,0.0
335,"fill rate (rec1050,faceShields)",fill rate of recipient rec1050 limited to faceShields,0.0
336,"fill rate (rec1050,respirators)",fill rate of recipient rec1050 limited to respirators,0.0
337,"fill rate (rec1050,surgicalMasks)",fill rate of recipient rec1050 limited to surgicalMasks,0.1294
338,"fill rate (rec1051,disinfectingWipes)",fill rate of recipient rec1051 limited to disinfectingWipes,0.0
339,"fill rate (rec1051,disposableBooties)",fill rate of recipient rec1051 limited to disposableBooties,0.0
340,"fill rate (rec1051,faceShields)",fill rate of recipient rec1051 limited to faceShields,0.0
341,"fill rate (rec1051,gowns)",fill rate of recipient rec1051 limited to gowns,0.0
342,"fill rate (rec1051,handSanitizer)",fill rate of recipient rec1051 limited to handSanitizer,0.0
343,"fill rate (rec1051,handmadeMasks)",fill rate of recipient rec1051 limited to handmadeMasks,1.0
344,"fill rate (rec1051,nitrileGloves)",fill rate of recipient rec1051 limited to nitrileGloves,0.0
345,"fill rate (rec1051,respirators)",fill rate of recipient rec1051 limited to respirators,0.0
346,"fill rate (rec1051,surgicalMasks)",fill rate of recipient rec1051 limited to surgicalMasks,1.0
347,"fill rate (rec1052,disinfectingWipes)",fill rate of recipient rec1052 limited to disinfectingWipes,0.0
348,"fill rate (rec1052,faceShields)",fill rate of recipient rec1052 limited to faceShields,0.0
349,"fill rate (rec1052,gowns)",fill rate of recipient rec1052 limited to gowns,0.0
350,"fill rate (rec1052,handSanitizer)",fill rate of recipient rec1052 limited to handSanitizer,0.0
351,"fill rate (rec1052,handmadeMasks)",fill rate of recipient rec1052 limited to handmadeMasks,1.0
352,"fill rate (rec1052,respirators)",fill rate of recipient rec1052 limited to respirators,0.0
353,"fill rate (rec1052,surgicalMasks)",fill rate of recipient rec1052 limited to surgicalMasks,0.19166666666666668
354,"fill rate (rec1052,thermometers)",fill rate of recipient rec1052 limited to thermometers,0.0
355,"fill rate (rec1053,respirators)",fill rate of recipient rec1053 limited to respirators,0.0
356,"fill rate (rec1053,thermometers)",fill rate of recipient rec1053 limited to thermometers,0.0
357,"fill rate (rec1054,disinfectingWipes)",fill rate of recipient rec1054 limited to disinfectingWipes,0.0
358,"fill rate (rec1054,disposableBooties)",fill rate of recipient rec1054 limited to disposableBooties,0.0
359,"fill rate (rec1054,faceShields)",fill rate of recipient rec1054 limited to faceShields,0.0
360,"fill rate (rec1054,gowns)",fill rate of recipient rec1054 limited to gowns,0.0
361,"fill rate (rec1054,handmadeMasks)",fill rate of recipient rec1054 limited to handmadeMasks,1.0
362,"fill rate (rec1054,respirators)",fill rate of recipient rec1054 limited to respirators,0.0
363,"fill rate (rec1054,surgicalMasks)",fill rate of recipient rec1054 limited to surgicalMasks,1.0
364,"fill rate (rec1054,thermometers)",fill rate of recipient rec1054 limited to thermometers,0.0
365,"fill rate (rec1055,disinfectingWipes)",fill rate of recipient rec1055 limited to disinfectingWipes,0.0
366,"fill rate (rec1055,disposableBooties)",fill rate of recipient rec1055 limited to disposableBooties,0.0
367,"fill rate (rec1055,faceShields)",fill rate of recipient rec1055 limited to faceShields,0.0
368,"fill rate (rec1055,gowns)",fill rate of recipient rec1055 limited to gowns,0.0
369,"fill rate (rec1055,nitrileGloves)",fill rate of recipient rec1055 limited to nitrileGloves,0.0
370,"fill rate (rec1055,respirators)",fill rate of recipient rec1055 limited to respirators,0.0
371,"fill rate (rec1055,surgicalMasks)",fill rate of recipient rec1055 limited to surgicalMasks,1.0
372,"fill rate (rec1055,thermometers)",fill rate of recipient rec1055 limited to thermometers,0.0
373,"fill rate (rec1056,disinfectingWipes)",fill rate of recipient rec1056 limited to disinfectingWipes,0.0
374,"fill rate (rec1056,disposableBooties)",fill rate of recipient rec1056 limited to disposableBooties,0.0
375,"fill rate (rec1056,handmadeMasks)",fill rate of recipient rec1056 limited to handmadeMasks,1.0
376,"fill rate (rec1056,nitrileGloves)",fill rate of recipient rec1056 limited to nitrileGloves,0.0
377,"fill rate (rec1056,surgicalMasks)",fill rate of recipient rec1056 limited to surgicalMasks,1.0
378,"fill rate (rec1057,disinfectingWipes)",fill rate of recipient rec1057 limited to disinfectingWipes,0.0
379,"fill rate (rec1057,disposableBooties)",fill rate of recipient rec1057 limited to disposableBooties,0.0
380,"fill rate (rec1057,faceShields)",fill rate of recipient rec1057 limited to faceShields,0.0
381,"fill rate (rec1057,gowns)",fill rate of recipient rec1057 limited to gowns,0.0
382,"fill rate (rec1057,handSanitizer)",fill rate of recipient rec1057 limited to handSanitizer,0.0
383,"fill rate (rec1057,handmadeMasks)",fill rate of recipient rec1057 limited to handmadeMasks,1.0
384,"fill rate (rec1057,nitrileGloves)",fill rate of recipient rec1057 limited to nitrileGloves,0.0
385,"fill rate (rec1057,respirators)",fill rate of recipient rec1057 limited to respirators,0.0
386,"fill rate (rec1057,surgicalMasks)",fill rate of recipient rec1057 limited to surgicalMasks,1.0
387,"fill rate (rec1057,thermometers)",fill rate of recipient rec1057 limited to thermometers,0.0
388,"fill rate (rec1058,disinfectingWipes)",fill rate of recipient rec1058 limited to disinfectingWipes,0.0
389,"fill rate (rec1058,gowns)",fill rate of recipient rec1058 limited to gowns,0.0
390,"fill rate (rec1058,nitrileGloves)",fill rate of recipient rec1058 limited to nitrileGloves,0.0
391,"fill rate (rec1058,surgicalMasks)",fill rate of recipient rec1058 limited to surgicalMasks,1.0
392,"fill rate (rec1059,disinfectingWipes)",fill rate of recipient rec1059 limited to disinfectingWipes,0.0
393,"fill rate (rec1059,faceShields)",fill rate of recipient rec1059 limited to faceShields,0.0
394,"fill rate (rec1059,gowns)",fill rate of recipient rec1059 limited to gowns,0.0
395,"fill rate (rec1059,handmadeMasks)",fill rate of recipient rec1059 limited to handmadeMasks,1.0
396,"fill rate (rec1059,nitrileGloves)",fill rate of recipient rec1059 limited to nitrileGloves,0.0
397,"fill rate (rec1059,respirators)",fill rate of recipient rec1059 limited to respirators,0.0
398,"fill rate (rec1059,thermometers)",fill rate of recipient rec1059 limited to thermometers,0.0
399,"fill rate (rec106,surgicalMasks)",fill rate of recipient rec106 limited to surgicalMasks,1.0
400,"fill rate (rec1060,disinfectingWipes)",fill rate of recipient rec1060 limited to disinfectingWipes,0.0
401,"fill rate (rec1060,disposableBooties)",fill rate of recipient rec1060 limited to disposableBooties,0.0
402,"fill rate (rec1060,faceShields)",fill rate of recipient rec1060 limited to faceShields,0.0
403,"fill rate (rec1060,gowns)",fill rate of recipient rec1060 limited to gowns,0.0
404,"fill rate (rec1060,handmadeMasks)",fill rate of recipient rec1060 limited to handmadeMasks,1.0
405,"fill rate (rec1060,nitrileGloves)",fill rate of recipient rec1060 limited to nitrileGloves,0.0
406,"fill rate (rec1060,respirators)",fill rate of recipient rec1060 limited to respirators,0.0
407,"fill rate (rec1060,surgicalMasks)",fill rate of recipient rec1060 limited to surgicalMasks,1.0
408,"fill rate (rec1061,disinfectingWipes)",fill rate of recipient rec1061 limited to disinfectingWipes,0.0
409,"fill rate (rec1061,disposableBooties)",fill rate of recipient rec1061 limited to disposableBooties,0.0
410,"fill rate (rec1061,faceShields)",fill rate of recipient rec1061 limited to faceShields,0.0
411,"fill rate (rec1061,gowns)",fill rate of recipient rec1061 limited to gowns,0.0
412,"fill rate (rec1061,handmadeMasks)",fill rate of recipient rec1061 limited to handmadeMasks,1.0
413,"fill rate (rec1061,nitrileGloves)",fill rate of recipient rec1061 limited to nitrileGloves,0.0
414,"fill rate (rec1061,respirators)",fill rate of recipient rec1061 limited to respirators,0.0
415,"fill rate (rec1061,surgicalMasks)",fill rate of recipient rec1061 limited to surgicalMasks,1.0
416,"fill rate (rec1061,thermometers)",fill rate of recipient rec1061 limited to thermometers,0.0
417,"fill rate (rec1062,disinfectingWipes)",fill rate of recipient rec1062 limited to disinfectingWipes,0.0
418,"fill rate (rec1062,faceShields)",fill rate of recipient rec1062 limited to faceShields,0.0
419,"fill rate (rec1062,gowns)",fill rate of recipient rec1062 limited to gowns,0.0
420,"fill rate (rec1062,handSanitizer)",fill rate of recipient rec1062 limited to handSanitizer,0.0
421,"fill rate (rec1062,handmadeMasks)",fill rate of recipient rec1062 limited to handmadeMasks,1.0
422,"fill rate (rec1062,nitrileGloves)",fill rate of recipient rec1062 limited to nitrileGloves,0.0
423,"fill rate (rec1062,respirators)",fill rate of recipient rec1062 limited to respirators,0.0
424,"fill rate (rec1063,faceShields)",fill rate of recipient rec1063 limited to faceShields,0.0
425,"fill rate (rec1063,handSanitizer)",fill rate of recipient rec1063 limited to handSanitizer,0.0
426,"fill rate (rec1063,respirators)",fill rate of recipient rec1063 limited to respirators,0.0
427,"fill rate (rec1064,disinfectingWipes)",fill rate of recipient rec1064 limited to disinfectingWipes,0.0
428,"fill rate (rec1064,handSanitizer)",fill rate of recipient rec1064 limited to handSanitizer,0.0
429,"fill rate (rec1064,handmadeMasks)",fill rate of recipient rec1064 limited to handmadeMasks,1.0
430,"fill rate (rec1064,nitrileGloves)",fill rate of recipient rec1064 limited to nitrileGloves,0.0
431,"fill rate (rec1064,respirators)",fill rate of recipient rec1064 limited to respirators,0.0
432,"fill rate (rec1064,surgicalMasks)",fill rate of recipient rec1064 limited to surgicalMasks,1.0
433,"fill rate (rec1064,thermometers)",fill rate of recipient rec1064 limited to thermometers,0.0
434,"fill rate (rec1065,disinfectingWipes)",fill rate of recipient rec1065 limited to disinfectingWipes,0.0
435,"fill rate (rec1065,disposableBooties)",fill rate of recipient rec1065 limited to disposableBooties,0.0
436,"fill rate (rec1065,faceShields)",fill rate of recipient rec1065 limited to faceShields,0.0
437,"fill rate (rec1065,gowns)",fill rate of recipient rec1065 limited to gowns,0.0
438,"fill rate (rec1065,handSanitizer)",fill rate of recipient rec1065 limited to handSanitizer,0.0
439,"fill rate (rec1065,handmadeMasks)",fill rate of recipient rec1065 limited to handmadeMasks,1.0
440,"fill rate (rec1065,nitrileGloves)",fill rate of recipient rec1065 limited to nitrileGloves,0.0
441,"fill rate (rec1065,respirators)",fill rate of recipient rec1065 limited to respirators,0.0
442,"fill rate (rec1065,surgicalMasks)",fill rate of recipient rec1065 limited to surgicalMasks,1.0
443,"fill rate (rec1065,thermometers)",fill rate of recipient rec1065 limited to thermometers,0.0
444,"fill rate (rec1066,disinfectingWipes)",fill rate of recipient rec1066 limited to disinfectingWipes,0.0
445,"fill rate (rec1066,disposableBooties)",fill rate of recipient rec1066 limited to disposableBooties,0.0
446,"fill rate (rec1066,faceShields)",fill rate of recipient rec1066 limited to faceShields,0.0
447,"fill rate (rec1066,handSanitizer)",fill rate of recipient rec1066 limited to handSanitizer,0.0
448,"fill rate (rec1066,respirators)",fill rate of recipient rec1066 limited to respirators,0.0
449,"fill rate (rec1066,surgicalMasks)",fill rate of recipient rec1066 limited to surgicalMasks,1.0
450,"fill rate (rec1066,thermometers)",fill rate of recipient rec1066 limited to thermometers,0.0
451,"fill rate (rec1067,disinfectingWipes)",fill rate of recipient rec1067 limited to disinfectingWipes,0.0
452,"fill rate (rec1067,handmadeMasks)",fill rate of recipient rec1067 limited to handmadeMasks,1.0
453,"fill rate (rec1067,nitrileGloves)",fill rate of recipient rec1067 limited to nitrileGloves,0.0
454,"fill rate (rec1067,respirators)",fill rate of recipient rec1067 limited to respirators,0.0
455,"fill rate (rec1067,surgicalMasks)",fill rate of recipient rec1067 limited to surgicalMasks,1.0
456,"fill rate (rec1067,thermometers)",fill rate of recipient rec1067 limited to thermometers,0.0
457,"fill rate (rec1068,disinfectingWipes)",fill rate of recipient rec1068 limited to disinfectingWipes,0.0
